"","ID","Y","Yrecap","DL","UL","Size","IND_ID","Period","St_occ","End_occ"
"3349",377,NA,0,-7,19,73,"a0900067000122460  ",5,7,8
"3350",378,NA,0,-7,19,79,"a0900067000122463  ",5,7,8
"3351",379,NA,0,-13,13,71,"a0900067000122465  ",5,7,8
"3352",380,NA,0,-7,19,79,"a0900067000122470  ",5,7,8
"3353",381,NA,0,-7,19,78,"a0900067000122471  ",5,7,8
"3354",382,NA,0,-6,20,69,"a0900067000122472  ",5,7,8
"3355",383,NA,0,-5,21,85,"a0900067000122475  ",5,7,8
"3356",384,NA,0,-5,21,69,"a0900067000122477  ",5,7,8
"3357",385,NA,0,-4,22,82,"a0900067000122478  ",5,7,8
"3579",607,NA,0,-4,22,167,"a0982000403060155  ",5,7,8
"3592",620,-1,1,-6,20,139,"a0982000403060288  ",5,7,8
"3593",621,NA,0,-7,19,135,"a0982000403060291  ",5,7,8
"3596",624,NA,0,-4,22,134,"a0982000403060302  ",5,7,8
"3599",627,NA,0,-7,19,199,"a0982000403060318  ",5,7,8
"3604",632,NA,0,-26,0,110,"a0982000403060337  ",5,7,8
"3610",638,NA,0,-9,17,156,"a0982000403060376  ",5,7,8
"3612",640,0,1,-7,19,149,"a0982000403060381  ",5,7,8
"3615",643,NA,0,-4,22,140,"a0982000403060387  ",5,7,8
"3623",651,NA,0,-6,20,148,"a0982000403060421  ",5,7,8
"3626",654,NA,0,-4,22,162,"a0982000403060437  ",5,7,8
"3630",658,NA,0,-26,0,145,"a0982000403060601  ",5,7,8
"3635",663,NA,0,-9,17,164,"a0982000407049991  ",5,7,8
"3638",666,NA,0,-17,9,130,"a0982000407050046  ",5,7,8
"3650",678,NA,0,-13,13,132,"a0982000407050231  ",5,7,8
"3657",685,3,1,-4,22,132,"a0982000407050246  ",5,7,8
"3667",695,NA,0,-7,19,121,"a0982000407050352  ",5,7,8
"3668",696,3,1,-4,22,154,"a0982000407050353  ",5,7,8
"3670",698,NA,0,-26,0,110,"a0982000407050602  ",5,7,8
"3678",706,0,1,-7,19,163,"a0982000407050678  ",5,7,8
"3680",708,NA,0,-26,0,105,"a0982000407050898  ",5,7,8
"3686",714,NA,0,-4,22,142,"a0982000407063256  ",5,7,8
"3692",720,NA,0,-14,12,138,"a0982000407063307  ",5,7,8
"3693",721,NA,0,-7,19,160,"a0982000407063311  ",5,7,8
"3695",723,-3,1,-19,7,113,"a0982000407063317  ",5,7,8
