"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"300",NA,NA,NA,NA,NA,NA,NA,17235,NA,NA,17422,NA,NA,NA
"301",NA,NA,NA,NA,NA,NA,NA,17228,17300,NA,17419,NA,NA,NA
"302",NA,NA,NA,NA,NA,NA,NA,NA,17300,NA,NA,NA,NA,NA
"303",NA,NA,NA,NA,NA,NA,NA,NA,17300,17354,17422,17475,17549,17594
"304",NA,NA,NA,NA,NA,NA,NA,NA,17300,NA,NA,NA,NA,NA
"305",NA,NA,NA,NA,NA,NA,NA,NA,17300,NA,NA,NA,NA,NA
"306",NA,NA,NA,NA,NA,NA,NA,NA,17300,17354,17422,NA,NA,NA
"307",NA,NA,NA,NA,NA,NA,NA,NA,17300,NA,NA,NA,17549,17594
"308",NA,NA,NA,NA,NA,NA,NA,NA,17300,NA,NA,NA,NA,NA
"309",NA,NA,NA,NA,NA,NA,NA,NA,17300,17354,17422,NA,17549,17594
"310",NA,NA,NA,NA,NA,NA,NA,NA,17300,NA,NA,NA,NA,NA
"311",NA,NA,NA,NA,NA,NA,NA,NA,17300,NA,NA,NA,17549,17594
"312",NA,NA,NA,NA,NA,NA,NA,NA,17300,17354,NA,NA,NA,NA
"313",NA,NA,NA,NA,NA,NA,NA,NA,17300,17354,NA,NA,17549,NA
"314",NA,NA,NA,NA,NA,NA,NA,NA,17298,NA,17419,17475,NA,NA
"315",NA,NA,NA,NA,NA,NA,NA,NA,17298,NA,NA,NA,NA,NA
"316",NA,NA,NA,NA,NA,NA,NA,NA,17298,17352,NA,NA,NA,NA
"317",NA,NA,NA,NA,NA,NA,NA,NA,17298,NA,17419,NA,17545,NA
"318",NA,NA,NA,NA,NA,NA,NA,NA,17298,NA,NA,NA,NA,NA
"319",NA,NA,NA,NA,NA,NA,NA,NA,17298,NA,NA,NA,NA,NA
"320",NA,NA,NA,NA,NA,NA,17171,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,NA,NA,NA,NA,17171,NA,17298,NA,NA,NA,NA,NA
"322",NA,NA,NA,NA,NA,NA,17171,NA,NA,NA,NA,17475,NA,NA
"323",NA,NA,NA,NA,NA,NA,17171,NA,NA,17353,NA,NA,NA,NA
"324",NA,NA,NA,NA,NA,NA,17171,NA,NA,NA,NA,NA,NA,NA
"325",NA,NA,NA,NA,NA,NA,17171,NA,NA,NA,NA,NA,NA,NA
"326",NA,NA,NA,NA,NA,NA,17171,NA,17300,NA,NA,NA,NA,17594
"327",NA,NA,NA,NA,NA,NA,17171,NA,NA,NA,NA,NA,NA,NA
"328",NA,NA,NA,NA,NA,NA,17172,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,NA,NA,NA,NA,17171,NA,NA,17354,17422,NA,NA,NA
"330",NA,NA,NA,NA,NA,NA,17171,NA,NA,NA,NA,NA,NA,NA
"331",NA,NA,NA,NA,NA,NA,17171,NA,NA,NA,NA,NA,NA,NA
"332",NA,NA,NA,NA,NA,NA,17171,NA,NA,NA,17422,17475,17549,NA
"333",NA,NA,NA,NA,NA,NA,17171,NA,NA,NA,NA,NA,NA,NA
"334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17475,17543,17592
"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17475,NA,NA
"336",16810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",NA,16864,NA,NA,NA,NA,17171,NA,NA,NA,NA,NA,NA,NA
"338",16808,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",16808,16864,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",NA,NA,16933,16989,NA,17109,NA,17228,NA,17354,NA,NA,NA,NA
"341",16810,16864,NA,NA,17055,NA,NA,NA,NA,17354,17422,NA,NA,NA
"342",16808,NA,16933,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",NA,NA,16933,16989,NA,17114,NA,NA,NA,NA,NA,NA,NA,NA
"344",16810,16866,NA,NA,17056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",16810,NA,NA,NA,17055,NA,NA,NA,17300,NA,NA,NA,NA,NA
"346",16808,16864,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",16810,NA,NA,16989,NA,NA,NA,NA,NA,17354,NA,NA,NA,NA
"348",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",NA,16866,NA,NA,NA,17109,NA,17225,NA,NA,NA,NA,NA,NA
"350",16810,16864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",16810,16864,NA,16989,NA,17109,NA,NA,NA,NA,NA,NA,NA,NA
"352",16808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",16808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",NA,NA,NA,16989,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",NA,16864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",16808,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",16810,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",16810,NA,16933,NA,NA,17114,17171,17228,NA,17352,17419,17473,NA,NA
"360",16810,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",16810,16866,16933,NA,NA,17114,NA,NA,NA,NA,NA,NA,NA,NA
"362",NA,16864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,16864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",16808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",NA,16864,NA,16989,NA,NA,17171,NA,17300,NA,NA,NA,NA,NA
"367",16808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",16808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",NA,NA,16934,NA,17055,NA,NA,17232,NA,NA,17422,17475,NA,NA
"374",NA,NA,16934,16990,17055,17114,NA,NA,NA,NA,NA,NA,NA,NA
"375",NA,NA,16934,NA,17056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",NA,NA,16934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",NA,NA,16934,NA,17056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",NA,NA,16934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",NA,NA,16934,NA,NA,17114,17171,17228,NA,17353,17419,17475,17545,NA
"380",NA,NA,16934,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",NA,NA,16934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",NA,NA,16934,16990,NA,NA,NA,17232,NA,NA,NA,NA,NA,NA
"384",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",NA,NA,NA,16989,NA,NA,17171,NA,NA,NA,NA,NA,NA,NA
"387",NA,NA,NA,16989,17055,17109,NA,17225,NA,NA,NA,NA,NA,NA
"388",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",NA,NA,NA,16989,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",NA,NA,NA,16989,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",NA,NA,NA,16989,17055,17114,NA,17228,NA,17352,NA,17473,NA,NA
"400",NA,NA,NA,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",NA,NA,NA,16990,NA,17116,17171,NA,NA,NA,NA,NA,NA,NA
"402",NA,NA,NA,16990,NA,17114,NA,NA,NA,NA,NA,NA,NA,NA
"403",NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",NA,NA,NA,16990,NA,17114,NA,17232,NA,NA,NA,NA,NA,NA
"407",NA,NA,NA,16990,NA,17114,NA,NA,17300,17353,NA,NA,NA,NA
"408",NA,NA,NA,16990,NA,NA,NA,NA,17300,17354,NA,NA,NA,NA
"409",NA,NA,NA,16990,NA,17114,NA,NA,NA,17353,NA,NA,NA,NA
"410",NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",NA,NA,NA,NA,17055,17114,NA,NA,NA,17354,17422,17475,NA,NA
"413",NA,16870,NA,NA,NA,NA,17172,17235,17300,17354,17422,NA,NA,17594
"414",NA,16870,NA,NA,NA,17116,NA,17232,NA,17354,17419,NA,NA,NA
"415",NA,16866,NA,16990,17056,NA,NA,17235,17300,NA,NA,NA,NA,NA
"416",NA,16866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",NA,16866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",NA,16866,16934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",NA,16866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",NA,16866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",NA,NA,NA,NA,17055,17109,NA,NA,17298,17352,17417,NA,NA,NA
"423",NA,NA,NA,NA,17055,NA,NA,17228,17300,NA,NA,NA,NA,NA
"424",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",NA,NA,NA,NA,17055,NA,NA,NA,NA,17352,17419,17475,17549,NA
"426",NA,NA,NA,NA,17055,NA,NA,NA,NA,17352,NA,NA,NA,NA
"427",NA,NA,NA,NA,17055,17109,17171,NA,NA,NA,NA,NA,NA,NA
"428",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",NA,NA,NA,NA,17055,NA,17171,NA,17298,17352,17417,NA,17545,17592
"432",NA,NA,NA,NA,17055,NA,NA,17225,17298,NA,NA,NA,NA,NA
"433",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",NA,NA,NA,NA,17055,17109,NA,NA,17298,NA,17417,NA,NA,NA
"437",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",NA,NA,NA,NA,17055,17109,NA,NA,NA,NA,NA,NA,NA,NA
"440",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",NA,NA,NA,NA,17055,17114,17171,NA,NA,17354,NA,NA,NA,NA
"442",NA,NA,NA,NA,17055,NA,NA,17225,NA,NA,NA,NA,NA,NA
"443",NA,NA,NA,NA,17055,17109,NA,NA,17298,NA,NA,17475,NA,NA
"444",NA,NA,NA,NA,17055,17109,NA,NA,NA,NA,NA,NA,NA,NA
"445",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",NA,NA,NA,NA,17055,NA,NA,17228,17300,17353,NA,NA,NA,NA
"449",NA,NA,NA,NA,17055,17114,NA,17228,NA,NA,NA,NA,NA,NA
"450",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",NA,NA,NA,NA,17055,17114,NA,NA,NA,17353,17419,NA,17545,NA
"452",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",NA,NA,NA,NA,17056,NA,NA,NA,17300,NA,NA,NA,NA,NA
"455",NA,NA,NA,NA,17055,17114,17171,17228,NA,17353,NA,NA,NA,NA
"456",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",NA,NA,NA,NA,17055,NA,17171,NA,NA,NA,NA,NA,NA,NA
"458",NA,NA,NA,NA,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",NA,NA,NA,NA,17055,NA,NA,NA,17300,17353,17422,NA,NA,NA
"460",NA,NA,NA,16989,NA,17109,NA,NA,17298,NA,NA,NA,NA,NA
"461",NA,NA,16933,NA,NA,17109,NA,17228,17298,NA,NA,17473,NA,NA
"462",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,16934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,16933,NA,NA,17109,NA,17225,NA,NA,NA,NA,NA,NA
"469",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,16933,16990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,17475,17545,NA
"473",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17484,NA,NA
"477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,17603
"480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,17604
"481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,17555,NA
"482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,17604
"486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,17603
"487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17480,NA,NA
"491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17485,NA,NA
"492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17482,17550,NA
"493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17555,17604
"498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17603
"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17555,17605
"510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17604
"513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,17604
"515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,17604
"521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17603
"529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17604
"533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,17604
"536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17555,NA
"539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17555,NA
"544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17555,17604
"557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17603
"558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,17604
"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17555,NA
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17603
"574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17555,NA
"584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,17604
"585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17603
"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17555,17604
"589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17605
"592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,17604
"594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,17604
"599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17603
"601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
"604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,17603
"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17552,NA
"609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,NA
