"","Y","Yrecap","DL","UL","IND_ID","Period","St_occ","End_occ"
"4006",NA,0,-29,8,366,6,8,9
"4007",NA,0,-29,8,367,6,8,9
"4010",NA,0,-30,7,370,6,8,9
"4011",NA,0,-34,3,371,6,8,9
"4012",NA,0,-35,2,372,6,8,9
"4013",0,1,-29,8,373,6,8,9
"4016",NA,0,-31,6,376,6,8,9
"4026",NA,0,-26,11,386,6,8,9
"4030",NA,0,-29,8,390,6,8,9
"4034",NA,0,-29,8,394,6,8,9
"4035",NA,0,-18,19,395,6,8,9
"4036",NA,0,-12,25,396,6,8,9
"4037",0,1,-29,8,397,6,8,9
"4038",NA,0,-13,24,398,6,8,9
"4039",NA,0,-24,13,399,6,8,9
"4040",NA,0,-20,17,400,6,8,9
"4041",NA,0,-11,26,401,6,8,9
"4042",NA,0,-29,8,402,6,8,9
"4043",7,1,-11,26,403,6,8,9
"4044",NA,0,-24,13,404,6,8,9
"4045",NA,0,-19,18,405,6,8,9
"4046",0,1,-29,8,406,6,8,9
"4047",NA,0,-16,21,407,6,8,9
"4048",NA,0,-29,8,408,6,8,9
"4049",NA,0,-28,9,409,6,8,9
"4050",NA,0,-25,12,410,6,8,9
"4051",0,1,-15,22,411,6,8,9
"4052",NA,0,-28,9,412,6,8,9
"4053",NA,0,-8,29,413,6,8,9
"4054",-2,1,-24,13,414,6,8,9
"4055",NA,0,-20,17,415,6,8,9
"4056",NA,0,-29,8,416,6,8,9
"4057",3,1,-13,24,417,6,8,9
"4058",NA,0,-29,8,418,6,8,9
"4059",NA,0,-11,26,419,6,8,9
"4060",NA,0,-11,26,420,6,8,9
"4061",0,1,-16,21,421,6,8,9
"4062",NA,0,-11,26,422,6,8,9
"4063",NA,0,-22,15,423,6,8,9
"4064",NA,0,-29,8,424,6,8,9
"4065",NA,0,-25,12,425,6,8,9
"4066",1,1,-23,14,426,6,8,9
"4067",NA,0,-20,17,427,6,8,9
"4068",NA,0,-20,17,428,6,8,9
"4069",NA,0,-28,9,429,6,8,9
"4070",NA,0,-9,28,430,6,8,9
"4071",NA,0,-20,17,431,6,8,9
"4072",NA,0,-29,8,432,6,8,9
"4197",NA,0,-31,6,557,6,8,9
"4207",NA,0,-22,15,567,6,8,9
"4211",NA,0,-26,11,571,6,8,9
"4217",NA,0,-15,22,577,6,8,9
"4224",NA,0,-13,24,584,6,8,9
"4226",NA,0,-28,9,586,6,8,9
"4229",1,1,-13,24,589,6,8,9
"4234",NA,0,-13,24,594,6,8,9
"4236",NA,0,-15,22,596,6,8,9
"4244",NA,0,-28,9,604,6,8,9
"4251",-1,1,-27,10,611,6,8,9
"4261",NA,0,-27,10,621,6,8,9
"4262",NA,0,-28,9,622,6,8,9
"4263",NA,0,-28,9,623,6,8,9
"4265",NA,0,-35,2,625,6,8,9
"4282",NA,0,-30,7,642,6,8,9
"4284",-1,1,-25,12,644,6,8,9
"4286",NA,0,-29,8,646,6,8,9
"4292",NA,0,-20,17,652,6,8,9
"4294",NA,0,-32,5,654,6,8,9
"4297",NA,0,-4,33,657,6,8,9
"4299",NA,0,-11,26,659,6,8,9
"4300",NA,0,-11,26,660,6,8,9
"4301",NA,0,-11,26,661,6,8,9
"4302",-3,1,-9,28,662,6,8,9
"4304",NA,0,-11,26,664,6,8,9
"4307",2,1,-16,21,667,6,8,9
"4310",NA,0,-4,33,670,6,8,9
"4311",NA,0,-11,26,671,6,8,9
"4316",NA,0,-19,18,676,6,8,9
"4317",NA,0,-29,8,677,6,8,9
"4321",NA,0,-16,21,681,6,8,9
"4322",NA,0,-13,24,682,6,8,9
"4326",NA,0,-20,17,686,6,8,9
"4329",0,1,-29,8,689,6,8,9
"4330",-2,1,-18,19,690,6,8,9
"4333",NA,0,-13,24,693,6,8,9
"4334",NA,0,-14,23,694,6,8,9
"4339",0,1,-13,24,699,6,8,9
"4341",NA,0,-26,11,701,6,8,9
"4342",1,1,-20,17,702,6,8,9
"4345",NA,0,-22,15,705,6,8,9
"4346",-1,1,-13,24,706,6,8,9
"4355",NA,0,-9,28,715,6,8,9
"4359",NA,0,-29,8,719,6,8,9
"4362",NA,0,-11,26,722,6,8,9
"4363",NA,0,-20,17,723,6,8,9
"4569",0,1,-19,18,201,7,9,10
"4575",-1,1,-28,9,207,7,9,10
"4590",0,1,-28,9,222,7,9,10
"4594",NA,0,-29,8,226,7,9,10
"4626",0,1,-15,22,258,7,9,10
"4632",NA,0,-29,8,264,7,9,10
"4639",0,1,-37,0,271,7,9,10
"4644",0,1,-23,14,276,7,9,10
"4647",0,1,-34,3,279,7,9,10
"4649",4,1,-19,18,281,7,9,10
"4658",0,1,-37,0,290,7,9,10
"4666",NA,0,-19,18,298,7,9,10
"4671",0,1,-31,6,303,7,9,10
"4678",NA,0,-34,3,310,7,9,10
"4679",4,1,-14,23,311,7,9,10
"4683",0,1,-22,15,315,7,9,10
"4689",NA,0,-20,17,321,7,9,10
"4693",NA,0,-5,32,325,7,9,10
"4714",NA,0,-33,4,346,7,9,10
"4716",NA,0,-34,3,348,7,9,10
