"","mean","50%","2.5%","97.5%","Rhat","n.eff","PP","PN"
"loglik[5913]",-4.74662159333333,-4.745755,-4.781221,-4.7164875,1.04623155720395,48,0,1
"loglik[5916]",-3.81062950666667,-3.8117,-3.92988675,-3.69205825,1.03494835714448,64,0,1
"loglik[5917]",-13.073513,-13.05155,-14.0580775,-12.2170025,1.04595776685098,50,0,1
"loglik[5919]",-3.77129553333333,-3.77122,-3.89486125,-3.649488,1.03057349282356,73,0,1
"loglik[5923]",-4.69185328666667,-4.69033,-4.70311625,-4.68888,1.0193520701022,560,0,1
"loglik[5927]",-4.72561716666667,-4.72466,-4.753954,-4.702059,1.04694781475575,47,0,1
"loglik[5934]",-3.69262758666667,-3.6912,-3.82671925,-3.56030175,1.02284091258256,97,0,1
"loglik[5937]",-4.76594190666667,-4.764945,-4.80565,-4.72918175,1.05323208509868,42,0,1
"loglik[5938]",-4.02696651333333,-4.026375,-4.12890975,-3.913203,1.05461829136514,42,0,1
"loglik[5939]",-4.69996105333333,-4.698525,-4.71925825,-4.68920475,1.02847542018576,78,0,1
"loglik[5941]",-3.81062950666667,-3.8117,-3.92988675,-3.69205825,1.03494835714448,64,0,1
"loglik[5943]",-3.77196711333333,-3.771435,-3.90061675,-3.64493225,1.02650709479815,84,0,1
"loglik[5947]",-8.01286154666667,-8.008445,-8.36078225,-7.7323875,1.05655325455144,41,0,1
"loglik[5950]",-4.70573142,-4.70407,-4.73051675,-4.69051375,1.02359197063637,91,0,1
"loglik[5953]",-4.16530663333333,-4.166325,-4.274076,-4.04496925,1.05483827660818,41,0,1
"loglik[5959]",-4.00797097333333,-4.008865,-4.11270725,-3.89576925,1.05133228213574,44,0,1
"loglik[5961]",-16.3223222666667,-16.29295,-17.6580225,-15.1792275,1.05306287597207,44,0,1
"loglik[5962]",-3.81062950666667,-3.8117,-3.92988675,-3.69205825,1.03494835714448,64,0,1
"loglik[5964]",-4.7589055,-4.758045,-4.7952055,-4.7256255,1.04979537554695,45,0,1
"loglik[5966]",-4.75304280666667,-4.752075,-4.788075,-4.720516,1.05295368935745,42,0,1
"loglik[5967]",-4.73569240666667,-4.73469,-4.76737825,-4.7084055,1.04384194675709,50,0,1
"loglik[5969]",-3.94712734,-3.94765,-4.06037675,-3.82984625,1.03946981595935,57,0,1
"loglik[5970]",-3.79163404,-3.79174,-3.91785825,-3.66648875,1.02849381638125,78,0,1
"loglik[5973]",-4.81043144666667,-4.80959,-4.85878025,-4.7627395,1.0527635527558,42,0,1
"loglik[5975]",-4.69782431333333,-4.69607,-4.7168015,-4.68896475,1.02236660703118,110,0,1
"loglik[5977]",-4.12413038,-4.123545,-4.226075,-4.01036775,1.05461826698228,42,0,1
