"","b[1]","b[2]","b[3]","b[4]","b[5]","sigma[1]","sigma[2]","phi"
"629",-4.84481,-0.108021,0.34996,0.466447,-0.704216,7.27075,107.368,0.250522
"630",-4.47325,0.241214,0.445742,0.375842,-1.36478,7.76886,238.262,0.253436
"631",-5.00247,0.333625,0.436648,0.383442,-0.903753,7.37059,115.056,0.257822
"632",-5.01228,0.256478,0.376368,0.354373,-0.866478,7.30881,246.742,0.254821
"633",-4.70943,0.123948,0.382693,0.444537,-0.896515,7.53718,139.541,0.260834
"634",-4.92833,0.378009,0.35494,0.39117,-0.785718,7.14678,61.3991,0.266346
"635",-4.96867,0.108868,0.432635,0.409746,-0.892107,7.67362,144.239,0.266183
"636",-4.91743,0.290721,0.420672,0.329469,-1.01549,7.49243,700.218,0.26598
"637",-4.99427,0.23056,0.386554,0.350908,-0.949421,7.76499,55.1568,0.259237
"638",-4.87089,0.105316,0.373839,0.404762,-0.883311,7.58932,239.743,0.250707
"639",-4.905,0.253011,0.351433,0.396739,-0.910587,7.71225,406.038,0.268581
"640",-5.13003,0.386843,0.363562,0.374664,-0.661879,7.77499,61.8212,0.255882
"641",-5.00478,0.14832,0.398206,0.346277,-0.893454,7.58925,423.059,0.263764
"642",-4.92176,0.292798,0.305422,0.489378,-0.887049,7.15252,136.62,0.26079
"643",-4.84384,0.252513,0.388219,0.456047,-0.910789,7.71808,225.657,0.282528
"644",-5.08723,0.357027,0.239426,0.450098,-0.754188,7.86123,179.029,0.270572
"645",-4.66504,0.275407,0.298697,0.474758,-1.05398,7.79632,142.275,0.284716
"646",-4.99568,0.335232,0.283917,0.329508,-0.979845,7.47001,251.875,0.276388
"647",-4.99029,0.213906,0.30019,0.326901,-0.737321,7.57573,826.469,0.2729
"648",-5.05113,0.317487,0.378654,0.413616,-0.853726,7.09583,151.461,0.262593
"649",-4.68173,0.120926,0.293758,0.464824,-1.03764,7.40358,183.906,0.290369
"650",-4.75155,0.143985,0.267561,0.338568,-1.08148,7.57967,1944.45,0.254217
"651",-4.88878,0.194073,0.355547,0.470257,-0.698973,6.9376,217.274,0.275678
"652",-5.17825,0.177996,0.44305,0.362387,-0.672533,7.75838,1238.48,0.263396
"653",-5.03012,0.220715,0.340454,0.485912,-0.632216,7.16603,241.495,0.254169
"654",-4.80313,0.230603,0.191282,0.402669,-0.929163,7.73467,150.413,0.270325
"655",-4.91727,0.485727,0.219313,0.48545,-0.867021,7.757,305.586,0.263275
"656",-5.03048,0.144608,0.238585,0.526593,-0.695379,7.57393,121.533,0.259113
"657",-4.96614,0.371772,0.295962,0.478475,-0.706162,7.8489,2173.31,0.254066
"658",-4.94384,0.265526,0.301454,0.42122,-0.934976,7.59482,55.5198,0.266051
"659",-5.0026,0.312872,0.377228,0.436861,-0.771272,7.39819,141.566,0.2598
"660",-4.84344,0.373534,0.225522,0.427837,-1.02159,7.58176,75.0288,0.268431
"661",-4.82201,0.238747,0.313799,0.461026,-1.10936,7.27473,149.441,0.26666
"662",-4.91177,0.316821,0.327216,0.413146,-1.01432,7.68861,406.194,0.269006
"663",-5.0903,0.33993,0.306995,0.437333,-0.731403,7.52929,123.448,0.263211
"664",-4.58622,0.364263,0.504662,0.362655,-1.29596,7.28629,65.2634,0.259142
"665",-4.88125,0.083721,0.397701,0.328695,-0.863816,7.185,102.516,0.267854
"666",-4.67713,0.123558,0.259897,0.452056,-1.12689,7.93664,60.7862,0.272817
"667",-4.91792,0.288508,0.352213,0.390265,-0.973941,7.42676,118.306,0.261022
"668",-4.7898,0.117503,0.393785,0.408925,-0.971738,7.64098,119.039,0.27496
"669",-4.93022,0.132385,0.424936,0.368805,-0.680581,7.64397,199.774,0.248312
"670",-5.12223,0.218732,0.308908,0.300629,-0.74293,7.38556,146.282,0.271311
"671",-4.99943,0.246984,0.299665,0.483387,-0.836914,7.19842,113.998,0.271223
"672",-4.77219,-0.0613325,0.340887,0.372307,-0.925539,7.6358,77.9713,0.267363
"673",-4.71641,0.210415,0.254307,0.461098,-1.30821,7.13743,128.381,0.260402
"674",-4.86803,0.269871,0.363357,0.457691,-0.908643,7.59866,609.176,0.266791
"675",-4.79078,0.372739,0.389602,0.393859,-1.1302,7.75398,344.526,0.248198
"676",-4.99642,0.449631,0.214847,0.489294,-0.756946,7.64235,332.894,0.271425
"677",-4.71164,0.305987,0.188617,0.453764,-1.07781,7.24342,60.9192,0.262436
"678",-5.04818,0.295173,0.237513,0.410203,-0.742333,7.15771,114.411,0.255702
"679",-5.19748,0.267675,0.393263,0.423914,-0.664859,7.69786,191.465,0.28582
"680",-4.60928,0.0411498,0.356457,0.448588,-1.10035,7.6361,156.228,0.261531
"681",-4.73909,0.259303,0.374159,0.413427,-1.11422,7.05472,2114.6,0.268161
"682",-4.59278,0.307078,0.33445,0.389282,-1.2063,7.55843,139.873,0.274953
"683",-4.7326,0.096586,0.391263,0.461305,-1.02495,7.49715,150.452,0.268505
"684",-4.85201,0.318606,0.373545,0.423443,-1.06464,7.34792,352.812,0.271236
"685",-4.73137,0.0907065,0.429102,0.35186,-1.00463,7.70308,81.8648,0.27091
"686",-5.00415,0.354664,0.34922,0.441896,-0.738691,7.86076,76489.7,0.271191
"687",-4.82023,0.263747,0.335273,0.451563,-1.05349,7.51501,155.676,0.272405
"688",-5.08824,0.527629,0.227527,0.402257,-0.796095,7.12204,70.8941,0.277287
"689",-4.73351,0.111192,0.343235,0.410747,-1.10252,7.12803,140.65,0.23407
"690",-4.68502,-0.00309284,0.312333,0.421381,-1.10716,7.35436,118.1,0.259024
"691",-5.10117,0.290967,0.32741,0.410204,-0.757557,7.76506,311.54,0.277788
"692",-4.98174,0.187612,0.375956,0.421367,-0.84393,7.63114,111.911,0.267634
"693",-5.05821,0.374774,0.477601,0.266112,-1.03683,7.54043,3018.18,0.269936
"694",-5.00677,0.200668,0.293,0.343348,-0.904076,7.65619,121.902,0.272462
"695",-5.02033,0.0555708,0.362362,0.369212,-0.755607,7.31339,308.117,0.253657
"696",-4.9914,0.227483,0.328365,0.35202,-0.863369,7.35366,206.603,0.289859
"697",-4.75631,0.174834,0.441884,0.379638,-1.1762,7.97621,448.014,0.281601
"698",-5.04238,0.214595,0.231771,0.326499,-0.716339,7.17868,149.59,0.261404
"699",-4.88943,0.227255,0.201263,0.354951,-0.736765,8.00473,206.52,0.26243
"700",-4.92532,0.15748,0.309946,0.458373,-0.835546,7.7566,100.703,0.266981
"701",-4.92319,0.354237,0.253586,0.364764,-0.906337,7.09814,65.2574,0.256038
"702",-4.78801,0.20341,0.285599,0.373699,-1.05945,7.09648,61.7894,0.256042
"703",-4.90988,0.00911525,0.299787,0.293702,-0.783752,7.81152,605.882,0.267339
"704",-4.80761,0.111311,0.422285,0.293697,-0.951149,7.70026,326.969,0.261149
"705",-4.99763,0.329719,0.440312,0.486598,-0.725018,7.62347,266.436,0.263899
"706",-4.68816,0.221887,0.350883,0.338454,-1.16358,7.48721,286.044,0.262169
"707",-4.72826,0.169502,0.373427,0.334721,-0.99218,7.64417,15856.3,0.263861
"708",-5.04418,0.175142,0.338588,0.402112,-0.787151,7.86147,570.771,0.263149
"709",-4.59528,0.199772,0.383232,0.410593,-1.28479,7.59082,146.752,0.265965
"710",-4.79195,0.170058,0.406501,0.476,-1.035,7.24662,308.768,0.266514
"711",-4.98616,0.510742,0.295797,0.418477,-0.739613,7.58189,164.063,0.271831
"712",-4.80352,0.204236,0.289966,0.507905,-1.06709,7.63353,288.856,0.27746
"713",-5.01166,0.112641,0.246084,0.479716,-0.761794,7.44611,239.947,0.258255
"714",-4.8113,0.199081,0.152932,0.385526,-0.997436,7.4922,77.1024,0.24733
"715",-4.80167,0.233731,0.384258,0.369397,-0.938637,7.16131,1539.52,0.258591
"716",-4.71342,0.202117,0.367443,0.3476,-1.08974,7.06523,92.9887,0.283977
"717",-5.14999,0.334229,0.207093,0.420789,-0.645255,7.03906,81.9097,0.268972
"718",-4.84966,0.144817,0.191467,0.388932,-0.966751,7.3289,315.616,0.258515
"719",-4.84141,0.351812,0.502614,0.251905,-1.08411,8.04925,133.319,0.255539
"720",-4.85213,0.212456,0.387568,0.392613,-0.991353,7.36602,87.2058,0.259041
"721",-4.99223,0.20861,0.324429,0.417872,-0.918119,6.9453,122.45,0.262077
"722",-4.9515,0.382273,0.329277,0.442768,-0.960188,7.39621,281.413,0.281758
"723",-5.02331,0.291315,0.263958,0.368864,-0.717735,7.23209,144.631,0.269546
"724",-4.88917,0.154998,0.249769,0.402226,-1.03571,7.27456,154.641,0.267841
"725",-4.92575,0.224298,0.328735,0.311805,-0.937808,7.62538,146.058,0.254816
"726",-4.7163,0.0283722,0.326769,0.396002,-1.14281,7.41513,3585.27,0.266817
"727",-4.60147,0.119141,0.342728,0.500574,-1.12761,7.59378,199.1,0.261209
"728",-5.0575,0.283854,0.38887,0.361554,-0.803073,7.33065,131.414,0.283363
"729",-5.13771,0.260655,0.250844,0.37473,-0.62567,7.58752,337.424,0.266126
"730",-4.99649,0.115029,0.328546,0.413271,-0.803696,7.51864,260.153,0.250336
"731",-4.68278,0.152688,0.393465,0.365653,-1.06699,7.16714,136.36,0.262346
"732",-4.93968,0.141627,0.343949,0.435843,-0.6807,7.77989,74.4553,0.269326
"733",-4.88892,0.37949,0.433926,0.336168,-0.833019,8.02675,171.662,0.272292
"734",-4.74094,0.105827,0.398813,0.307671,-1.17112,7.40369,67.4425,0.249408
"735",-4.96284,0.15307,0.276191,0.349059,-0.842625,7.10952,80.9145,0.251158
"736",-4.86413,0.137371,0.327882,0.353421,-0.942816,7.52116,1191.2,0.251522
"737",-5.13004,0.222108,0.394995,0.435667,-0.568501,7.31301,159.668,0.27012
"738",-4.77975,0.197546,0.390069,0.368738,-1.00394,7.5214,1631.83,0.272939
"739",-5.13187,0.326832,0.185943,0.458793,-0.750208,7.04785,94.0734,0.26133
"740",-4.76161,0.393246,0.422385,0.392836,-1.0562,7.37286,63.5984,0.251391
"741",-4.94117,0.387531,0.31721,0.547905,-0.918175,7.55956,102.863,0.254158
"742",-4.651,0.0518952,0.39092,0.36224,-1.22767,7.54165,288.05,0.27429
"743",-4.71253,0.0713054,0.364108,0.464678,-1.06067,7.50807,91.7582,0.263063
"744",-4.83122,-0.0363878,0.432487,0.398023,-0.986687,7.39576,265.682,0.270409
"745",-4.87705,0.283817,0.402455,0.353233,-1.05557,7.51172,519.639,0.265548
"746",-4.7041,0.238168,0.335809,0.43986,-1.09786,7.53971,164.022,0.264602
"747",-4.56072,0.0999244,0.442819,0.480135,-1.15497,7.16977,306.621,0.241832
"748",-4.67866,0.13659,0.287196,0.42996,-1.01831,7.83138,83.7044,0.254254
"749",-4.96955,0.343819,0.305939,0.326142,-0.878995,7.47269,250.303,0.283338
"750",-4.95115,0.512525,0.415599,0.398571,-0.898748,7.07125,139.339,0.263925
"751",-4.95199,0.108876,0.308572,0.42648,-0.77652,7.37817,101.364,0.262219
"752",-4.93194,0.16983,0.356455,0.34907,-0.88061,7.67872,84.9597,0.274376
"753",-4.89134,0.218525,0.307223,0.307792,-0.900497,7.93919,93.4888,0.276603
"754",-4.72259,0.126506,0.311494,0.463031,-1.02932,7.58783,484.245,0.252026
"755",-5.06459,0.200405,0.243193,0.373276,-0.792606,7.44613,257.843,0.24813
"756",-4.79508,0.30572,0.297763,0.451047,-0.95667,7.76806,156.075,0.266714
"757",-4.81339,0.0819623,0.387065,0.369126,-0.935426,6.95538,201.675,0.262905
"758",-4.65098,0.183856,0.297717,0.330465,-1.11543,7.4986,215.922,0.251445
"759",-4.76306,0.120982,0.338896,0.431302,-1.05475,7.23882,117.183,0.251105
"760",-5.00675,0.360538,0.372244,0.443631,-0.954522,7.17969,318.624,0.251988
"761",-4.67571,0.140236,0.309397,0.349426,-1.05934,7.40927,262.693,0.26102
"762",-4.99469,0.352077,0.254933,0.41328,-0.749514,7.3368,359.563,0.263983
"763",-5.09321,0.133117,0.443125,0.389395,-0.721553,7.61286,97.8096,0.268936
"764",-4.65662,0.245918,0.425113,0.391991,-1.19368,7.82869,410.434,0.26379
"765",-4.86649,0.198259,0.260401,0.331195,-0.984302,7.68768,78.3605,0.27566
"766",-5.1887,0.349101,0.267745,0.433555,-0.609811,7.31911,92.9339,0.283126
"767",-5.04022,0.239947,0.361915,0.418551,-0.819346,7.75664,75.4741,0.2644
"768",-4.69497,0.258504,0.227411,0.407238,-1.0236,7.32225,694.042,0.27103
"769",-4.99922,0.24337,0.23077,0.454394,-0.781062,7.53077,448.136,0.275221
"770",-4.81788,0.226041,0.313728,0.45097,-1.07855,7.49115,911.416,0.28185
"771",-5.13738,0.500934,0.271829,0.392808,-0.65156,7.75278,338.9,0.263687
"772",-4.61544,0.0501304,0.345995,0.418978,-1.1762,7.39786,78.3373,0.256637
"773",-4.87573,0.167807,0.319344,0.322264,-0.975581,7.44873,116.73,0.255751
"774",-4.69295,0.299619,0.24015,0.404546,-1.11444,7.56938,96.0775,0.266545
"775",-5.22815,0.410234,0.338155,0.452303,-0.628834,7.02988,107.337,0.263284
"776",-4.93087,0.284218,0.318472,0.352632,-0.849627,7.10348,98.7562,0.261298
"777",-4.79196,0.136453,0.295081,0.423984,-1.06786,7.47381,282.173,0.270037
"778",-4.91072,0.245148,0.331776,0.464337,-0.899544,7.23343,9411.37,0.250075
"779",-4.47454,0.167738,0.432472,0.386147,-1.42029,7.9412,57.6598,0.242333
"780",-4.91908,0.21529,0.305881,0.380619,-0.939855,7.10877,321.22,0.271527
"781",-4.96149,0.273606,0.253975,0.343256,-0.900292,7.62962,196.741,0.253482
"782",-4.7883,0.228461,0.299188,0.449685,-1.15086,7.47188,117.676,0.262655
"783",-4.92181,0.114345,0.21853,0.463843,-0.757437,7.21958,137.841,0.267247
"784",-4.69533,0.224379,0.234038,0.405466,-1.10729,7.24638,1200.86,0.247673
"785",-4.89265,0.0657604,0.375837,0.420372,-0.902035,7.53088,619.624,0.253956
"786",-4.95192,0.290278,0.358181,0.498517,-0.727515,7.81824,1369.53,0.268449
"787",-5.1131,0.115079,0.388536,0.377683,-0.795078,7.58761,311.658,0.266442
"788",-4.83357,0.120697,0.243209,0.484515,-0.772182,7.52473,366.677,0.262644
"789",-5.21041,0.371032,0.364943,0.392853,-0.591976,7.79995,113.142,0.277308
"790",-5.00243,0.254881,0.248381,0.388211,-0.698748,7.18922,130.187,0.266446
"791",-4.72384,0.286327,0.310114,0.386869,-1.10741,7.68676,249.913,0.249198
"792",-4.73838,0.17726,0.349894,0.438868,-1.09453,7.50696,76.5728,0.28506
"793",-4.8893,0.330858,0.274927,0.373689,-1.02149,7.35624,93.8784,0.265129
"794",-4.98737,0.283394,0.401747,0.332006,-0.919489,7.34961,2103.16,0.272877
"795",-5.11913,0.38373,0.236823,0.263902,-0.717519,7.48425,367.485,0.262601
"796",-5.09163,0.420595,0.283143,0.379185,-0.782504,7.81525,719.993,0.258336
"797",-5.01434,0.431589,0.411846,0.372003,-0.826061,7.47453,151.623,0.248873
"798",-4.78054,0.292014,0.235759,0.419163,-1.05853,7.45713,76.6315,0.25668
"799",-4.71775,0.31617,0.513755,0.470155,-1.07851,7.45623,548.563,0.280105
"800",-5.15286,0.246074,0.432722,0.373176,-0.80531,7.24616,294.636,0.270678
"801",-4.6146,0.0688187,0.259277,0.500448,-1.11653,7.42547,147.053,0.269589
"802",-4.95079,0.105489,0.240111,0.363509,-0.770251,7.91372,151.845,0.243905
"803",-4.72471,0.288914,0.313082,0.408491,-1.05236,7.45623,862.628,0.251932
"804",-4.71619,0.116926,0.273106,0.399975,-1.17988,7.54528,87.5113,0.274761
"805",-5.12422,0.285233,0.287939,0.465058,-0.668255,7.50785,273.377,0.273099
"806",-4.68974,0.107844,0.224827,0.494101,-1.06102,7.69951,217.808,0.27503
"807",-5.09664,0.303861,0.316561,0.437237,-0.640456,7.40687,2457.93,0.272696
"808",-4.84091,0.095327,0.398233,0.409127,-0.899464,7.34276,225.107,0.273396
"809",-4.79946,0.316397,0.211247,0.387196,-0.864897,7.48578,809.12,0.263891
"810",-4.99355,0.20307,0.3167,0.409643,-0.753196,7.65136,114.748,0.265705
"811",-4.63903,0.0226926,0.341361,0.456343,-1.1158,7.23395,1168.16,0.266525
"812",-4.80219,0.161061,0.316975,0.421817,-0.9737,7.63261,502.927,0.270556
"813",-4.94051,0.13089,0.363419,0.380388,-0.828071,7.56759,163.764,0.269558
"814",-4.74255,0.112687,0.326806,0.444234,-0.959766,7.35883,324.153,0.272661
"815",-5.2369,0.123184,0.348626,0.472474,-0.44653,7.56135,145.032,0.261547
"816",-4.91016,0.269819,0.380034,0.370142,-1.01728,7.41434,70.8311,0.268078
"817",-5.21169,0.356721,0.206372,0.369578,-0.551769,7.47555,194.724,0.273275
"818",-5.04561,0.446951,0.285748,0.420634,-0.813579,7.49129,178.137,0.240515
"819",-4.72165,0.0969792,0.26481,0.389397,-1.04105,7.41427,706.631,0.257569
"820",-5.10765,0.135607,0.323601,0.399487,-0.737994,7.58949,198.8,0.268288
"821",-5.11914,0.069779,0.339328,0.442201,-0.639171,7.79501,278.312,0.284072
"822",-4.7113,0.00738421,0.52108,0.43848,-0.896252,7.88716,406.354,0.279592
"823",-4.91727,0.385166,0.292756,0.475489,-0.914408,7.62818,140.593,0.260185
"824",-4.66684,-0.135866,0.454324,0.309766,-1.0428,7.51277,85.8519,0.289603
"825",-4.58955,0.0826951,0.319169,0.386082,-1.12208,7.36567,123.423,0.251278
"826",-5.17714,0.317527,0.210411,0.40476,-0.565489,7.3396,442.008,0.268126
"827",-4.63877,0.0261636,0.402307,0.402528,-1.12971,7.11674,77.938,0.273043
"828",-4.87866,0.27316,0.380594,0.410971,-1.00127,7.07953,365.721,0.265598
"829",-4.7521,0.209445,0.493111,0.329135,-1.10838,7.35677,84.4939,0.255731
"830",-4.89856,0.338399,0.173662,0.426031,-0.807548,7.73162,157.554,0.255967
"831",-5.0832,0.170906,0.192236,0.296589,-0.650056,7.51173,116.769,0.269164
"832",-4.67937,0.358917,0.329329,0.446595,-1.06839,7.62344,383.793,0.241279
"833",-4.6421,0.0643133,0.239346,0.421586,-0.947232,7.50095,120.933,0.261779
"834",-4.84513,0.210993,0.345478,0.410241,-0.924305,7.10355,107.736,0.250864
"835",-5.13471,0.282742,0.114474,0.457465,-0.493096,7.5865,136.406,0.265867
"836",-4.85273,0.379055,0.460556,0.435844,-0.878055,7.21558,236.607,0.269044
"837",-4.55656,-0.0191066,0.39078,0.389898,-1.25103,7.22954,656.435,0.261635
"838",-4.48107,0.131213,0.317148,0.338621,-1.23271,7.0745,78.5437,0.259333
"839",-4.81024,0.101322,0.222011,0.407826,-0.988584,7.84585,325.348,0.266665
"840",-4.90798,0.303582,0.392072,0.410529,-1.04805,7.41553,158.989,0.260688
"841",-5.01463,0.17839,0.336183,0.459165,-0.860291,7.39458,108.482,0.276422
"842",-4.91786,0.117976,0.436302,0.353265,-0.81628,7.06628,1088.33,0.263454
"843",-4.75641,0.2525,0.292452,0.448904,-1.10129,7.52114,107.564,0.247565
"844",-5.01967,0.386083,0.401981,0.410247,-0.882653,7.27606,3662.94,0.273005
"845",-4.91345,0.149276,0.379048,0.496181,-0.762589,7.90475,401.088,0.256475
"846",-4.98417,0.164703,0.261166,0.466861,-0.728169,7.20104,41.9766,0.272918
"847",-5.01008,0.351927,0.263394,0.385695,-0.765178,7.40648,101.995,0.247223
"848",-4.82117,0.333776,0.306716,0.424095,-1.09954,7.86283,44.7401,0.258323
"849",-5.16066,0.366657,0.284707,0.410927,-0.659701,7.72804,113.861,0.268192
"850",-5.01391,0.300994,0.292855,0.541692,-0.892663,7.89131,127.183,0.256116
"851",-4.87311,0.29319,0.409403,0.378289,-0.964816,7.73915,125.107,0.297977
"852",-4.66118,0.192765,0.117281,0.381816,-1.11646,7.64981,69.5341,0.262066
"853",-4.92099,0.194927,0.352106,0.399807,-0.987657,7.27766,125.948,0.273226
"854",-4.89982,0.106961,0.441249,0.444311,-0.7812,7.67012,221.045,0.26722
"855",-4.83248,0.255917,0.332417,0.390573,-0.944807,7.18175,55.0859,0.26642
"856",-4.8978,0.342462,0.270043,0.34993,-0.999495,7.69987,66.7999,0.263855
"857",-4.88146,0.332677,0.250749,0.310111,-0.965232,7.55073,137.515,0.272578
"858",-4.61358,0.0966701,0.215947,0.408693,-1.07415,7.66559,190.073,0.281478
"859",-4.59049,0.342793,0.260056,0.390143,-1.22802,7.7159,176.764,0.269203
"860",-4.94426,0.0867223,0.303238,0.371475,-0.671787,7.55008,75.5435,0.282869
"861",-4.77511,0.148243,0.30759,0.37821,-1.04669,7.41487,1063.15,0.25763
"862",-4.7671,0.157874,0.41601,0.263531,-1.05701,7.39496,138.231,0.272374
"863",-4.62651,0.0518673,0.363343,0.504731,-1.2392,7.81313,672.661,0.255025
"864",-4.92758,0.199903,0.260887,0.409485,-0.965353,7.5355,131.547,0.251559
"865",-4.96469,0.247996,0.2948,0.381282,-0.907646,7.49246,208.008,0.262701
"866",-4.5545,-0.107869,0.346776,0.453062,-1.07206,7.43663,57.2737,0.260123
"867",-5.08372,0.261164,0.269561,0.37032,-0.798141,7.77373,1005.08,0.253551
"868",-4.84547,0.0950903,0.32129,0.404441,-0.915988,7.60062,510.333,0.278874
"869",-4.92846,0.186931,0.473252,0.381774,-0.885555,7.73479,153.312,0.262208
"870",-4.85192,0.198775,0.413679,0.37566,-0.828801,7.40749,586.956,0.259198
"871",-4.98936,0.177009,0.396158,0.438564,-0.672966,7.95474,275.755,0.270881
"872",-4.76216,0.239732,0.484572,0.420647,-1.00089,7.36625,211.337,0.252091
"873",-4.82748,0.105941,0.294212,0.433159,-0.871912,7.10022,54.7395,0.26602
"874",-4.78246,0.293371,0.370103,0.393182,-1.02857,7.81545,1873,0.278469
"875",-5.25013,0.171397,0.317919,0.484843,-0.514862,7.37468,63.5803,0.2494
"876",-4.96167,0.22105,0.242002,0.425295,-0.69694,7.6648,85.7768,0.282128
"877",-4.99594,0.238142,0.443312,0.422767,-0.831278,7.45937,377.376,0.273944
"878",-5.00499,0.344106,0.370216,0.516369,-0.725637,7.49907,58.3694,0.254118
"879",-5.0455,0.214913,0.376271,0.46016,-0.765474,7.4629,165.827,0.271608
"880",-4.97104,0.318757,0.22076,0.362159,-0.844294,7.71606,123.897,0.260927
"881",-4.95358,0.202603,0.385167,0.481225,-0.747055,7.61103,138.957,0.25458
"882",-4.79841,0.159478,0.273284,0.469969,-0.937072,7.26536,225.539,0.270531
"883",-4.84201,0.260792,0.298138,0.341482,-0.857508,7.54844,2676.11,0.266041
"884",-4.92737,0.319751,0.311922,0.325083,-1.00362,7.28319,522.689,0.286365
"885",-4.777,0.315189,0.260453,0.405824,-0.998754,7.65254,285.842,0.269448
"886",-4.81683,0.130454,0.289951,0.412105,-0.899702,7.85508,253.817,0.25433
"887",-4.7699,0.19625,0.438466,0.318877,-1.02614,7.27098,1131.04,0.249714
"888",-4.95595,0.161784,0.329023,0.384405,-0.78374,7.62121,1253.99,0.274853
"889",-4.97838,0.222884,0.437886,0.439938,-0.84699,7.59532,439.009,0.253753
"890",-5.03608,0.311379,0.314417,0.355726,-0.845972,7.5143,55.4592,0.248874
"891",-4.82475,0.173382,0.338369,0.417736,-0.929034,7.07183,238.199,0.262752
"892",-4.76589,0.177484,0.291681,0.37111,-0.932358,7.55894,668.07,0.257504
"893",-4.74671,0.28386,0.250746,0.325482,-0.88978,7.48335,108.692,0.285826
"894",-5.04249,0.248923,0.419079,0.359342,-0.828541,7.68524,916.281,0.280521
"895",-4.93745,0.226042,0.218204,0.291217,-0.955716,7.67685,560.079,0.263205
"896",-5.0209,0.338279,0.38707,0.359499,-0.844249,7.59648,97.8598,0.270017
"897",-4.91781,0.120254,0.193677,0.366448,-0.739476,7.39924,93.3342,0.267055
"898",-5.04884,0.280915,0.278816,0.459919,-0.756598,7.72383,628.098,0.26834
"899",-4.65996,0.129781,0.311526,0.41242,-1.09428,7.51503,116.526,0.24961
"900",-4.9117,0.170327,0.328478,0.410538,-0.926338,7.68707,89.1969,0.253316
"901",-4.77761,0.0703984,0.303431,0.459169,-1.0033,7.77932,975.24,0.269865
"902",-4.84791,0.150728,0.418886,0.475771,-0.857089,7.74184,91.8659,0.245625
"903",-4.76464,0.239012,0.445838,0.338473,-1.0994,7.27207,112.739,0.26882
"904",-4.78658,0.0184219,0.467077,0.397587,-0.942285,7.0545,829.674,0.262293
"905",-4.82926,0.312914,0.375118,0.479448,-0.890783,7.67313,886.934,0.262777
"906",-4.77844,0.155471,0.290347,0.423107,-1.02069,7.35604,113.815,0.257947
"907",-5.10102,0.353098,0.317054,0.306991,-0.683132,8.03454,256.187,0.260844
"908",-5.29518,0.51413,0.315617,0.442911,-0.535744,7.50998,118.361,0.248918
"909",-4.6573,0.300825,0.372418,0.405377,-1.25831,7.27048,654.244,0.283156
"910",-4.79476,0.285108,0.385738,0.37275,-1.06253,7.68431,9730.83,0.284827
"911",-4.81406,0.163009,0.339965,0.319695,-0.886001,7.16697,136.292,0.257717
"912",-4.99694,0.279708,0.375934,0.468279,-0.690437,7.65911,88.4737,0.255515
"913",-4.52036,-0.106727,0.381949,0.385544,-1.27979,7.39753,353.662,0.251437
"914",-4.95412,0.236958,0.249512,0.364065,-0.93848,7.82111,353.633,0.251552
"915",-4.93923,0.450501,0.381152,0.553158,-0.840642,7.51075,503.116,0.268055
"916",-4.17998,0.152996,0.322487,0.434995,-1.61561,7.29725,111.221,0.247326
"917",-4.82574,0.189438,0.524917,0.482974,-0.876003,7.65517,69.1098,0.272252
"918",-4.64828,0.103655,0.30944,0.457583,-0.993825,7.92514,132.99,0.270009
"919",-4.75365,0.247401,0.32417,0.331142,-1.10432,7.75256,104.622,0.273408
"920",-5.04532,0.265945,0.3095,0.41277,-0.798039,7.73518,177.532,0.265887
"921",-5.07643,0.32211,0.169873,0.431494,-0.684145,7.5524,689.236,0.278109
"922",-4.46558,0.227228,0.310787,0.44106,-1.22714,7.36058,93.6805,0.266329
"923",-4.67209,0.207245,0.292645,0.402565,-0.971639,7.82129,86.8713,0.275676
"924",-4.89007,0.219655,0.279399,0.374134,-0.864936,7.69963,131.761,0.264178
"925",-4.98737,0.497176,0.422618,0.457542,-0.942301,7.41818,36298.6,0.2636
"926",-4.78533,0.164843,0.381267,0.376259,-1.0362,7.50431,517.549,0.260324
"927",-4.69277,0.285993,0.294141,0.397623,-1.22002,7.5734,89.5554,0.263824
"928",-4.86268,0.185408,0.203113,0.459212,-0.715506,7.49932,111.129,0.26268
"929",-5.13934,0.397972,0.276487,0.511262,-0.470763,7.55017,951.056,0.259829
"930",-4.88664,0.23218,0.498622,0.373059,-1.02243,7.13571,306.58,0.257174
"931",-5.10657,0.307507,0.324265,0.35387,-0.742528,7.46083,112.876,0.28242
"932",-5.2317,0.527363,0.301213,0.326762,-0.694611,7.49672,181.582,0.255563
"933",-4.88269,0.278303,0.311877,0.468127,-0.96255,7.67301,111.418,0.271469
"934",-4.82097,0.19138,0.23917,0.429885,-0.935939,7.13473,51444,0.266197
"935",-4.93316,0.455997,0.143779,0.419716,-0.776195,7.38834,315.514,0.264484
"936",-4.80083,0.164228,0.392563,0.449115,-0.962798,7.54179,73.8744,0.259974
"937",-4.93497,0.334328,0.240735,0.463391,-0.936683,7.40657,1499.34,0.234016
"938",-4.70603,0.043585,0.301717,0.487036,-1.02111,7.39834,1759.15,0.25499
"939",-4.68267,0.203621,0.477661,0.377213,-1.13883,7.70997,127.237,0.262774
"940",-4.90351,0.314402,0.512643,0.467499,-0.972794,7.7815,442.41,0.281439
"941",-4.88697,0.232875,0.291361,0.451724,-0.97012,7.28228,136.215,0.270885
"942",-4.84591,0.33467,0.242361,0.473961,-0.936973,7.40645,1730.29,0.26684
